time_h,pH,temperature_C,pressure_bar,dissolved_oxygen_pct,viable_cell_density,dead_cell_density,viability_pct,growth_rate_h,death_rate_h,substrate_g_L,lactate_g_L
17.283333,7.2128,37.0451,1.198,39.9202,642415.0,140093.0,82.1,0.031302,0.01681,11.7268,0.0029
17.3,7.2121,37.0332,1.1978,40.0185,642571.0,140226.0,82.09,0.031335,0.016781,11.7285,0.0029
17.316667,7.2126,37.0273,1.1975,39.9814,642727.0,140359.0,82.08,0.031364,0.016753,11.7301,0.003
17.333333,7.2131,37.0355,1.1984,40.0118,642883.0,140492.0,82.07,0.031357,0.016756,11.7318,0.003
17.35,7.2092,37.0263,1.1988,39.9243,643040.0,140625.0,82.06,0.03136,0.016758,11.7335,0.003
17.366667,7.2083,37.0278,1.1982,39.8623,643196.0,140757.0,82.05,0.031354,0.016756,11.7351,0.003
17.383333,7.2078,37.0306,1.199,39.9092,643353.0,140890.0,82.03,0.031341,0.016766,11.7368,0.003
17.4,7.2077,37.0253,1.1984,39.8812,643509.0,141023.0,82.02,0.031352,0.016759,11.7385,0.003
17.416667,7.2085,37.0271,1.1971,39.8371,643665.0,141156.0,82.01,0.031348,0.01676,11.7401,0.003
17.433333,7.2113,37.0272,1.1964,39.9982,643822.0,141288.0,82.0,0.031336,0.01677,11.7418,0.003
17.45,7.2108,37.0292,1.1969,39.9745,643979.0,141421.0,81.99,0.031364,0.016751,11.7434,0.003
17.466667,7.2085,37.0424,1.1977,40.029,644135.0,141554.0,81.98,0.03136,0.016754,11.7451,0.003
17.483333,7.2097,37.0352,1.1987,39.9729,644292.0,141686.0,81.97,0.03137,0.016751,11.7468,0.003
17.5,7.2101,37.0241,1.1975,39.9949,644449.0,141819.0,81.96,0.031361,0.016756,11.7484,0.003
17.516667,7.2077,37.0108,1.198,40.1321,644606.0,141952.0,81.95,0.031369,0.016746,11.7501,0.003
17.533333,7.211,37.009,1.1981,40.182,644764.0,142084.0,81.94,0.031406,0.016714,11.7518,0.003
17.55,7.2135,37.0067,1.1983,40.1913,644922.0,142216.0,81.93,0.031411,0.016712,11.7534,0.003
17.566667,7.2144,37.0057,1.1983,40.2697,645080.0,142348.0,81.92,0.031408,0.016717,11.7551,0.003
17.583333,7.2171,37.0087,1.1995,40.2297,645238.0,142481.0,81.91,0.031422,0.016707,11.7568,0.003
17.6,7.2207,37.0121,1.2017,40.14,645396.0,142613.0,81.9,0.031406,0.016722,11.7584,0.003
17.616667,7.2182,37.0146,1.2018,40.2581,645553.0,142746.0,81.89,0.031373,0.016752,11.7601,0.003
17.633333,7.2158,37.0202,1.2025,40.2892,645711.0,142878.0,81.88,0.031407,0.016724,11.7618,0.003
17.65,7.2128,37.0289,1.2031,40.3118,645869.0,143010.0,81.87,0.03142,0.016713,11.7634,0.003
17.666667,7.2129,37.0299,1.2028,40.3358,646028.0,143142.0,81.86,0.031429,0.016706,11.7651,0.003
17.683333,7.2125,37.024,1.202,40.2686,646187.0,143274.0,81.85,0.031434,0.016703,11.7668,0.003
17.7,7.2126,37.0234,1.202,40.286,646345.0,143407.0,81.84,0.031424,0.016708,11.7684,0.003
17.716667,7.2106,37.0325,1.2017,40.2421,646504.0,143539.0,81.83,0.031428,0.016705,11.7701,0.003
17.733333,7.2114,37.0201,1.2011,40.292,646662.0,143671.0,81.82,0.03142,0.016713,11.7718,0.003
17.75,7.2066,37.027,1.202,40.2519,646821.0,143803.0,81.81,0.031434,0.016699,11.7734,0.003
17.766667,7.2071,37.0338,1.2015,40.2939,646980.0,143935.0,81.8,0.031431,0.016701,11.7751,0.003
17.783333,7.2051,37.0301,1.2009,40.2996,647139.0,144067.0,81.79,0.031437,0.016699,11.7767,0.003
17.8,7.2079,37.0285,1.2,40.2131,647298.0,144199.0,81.78,0.031443,0.016693,11.7784,0.003
17.816667,7.2086,37.0399,1.2003,40.1763,647456.0,144332.0,81.77,0.031422,0.016709,11.7801,0.003
17.833333,7.2103,37.0377,1.2,40.1046,647615.0,144464.0,81.76,0.031408,0.016725,11.7817,0.0031
17.85,7.2136,37.0207,1.2005,40.0688,647773.0,144596.0,81.75,0.031391,0.016738,11.7834,0.0031
17.866667,7.212,37.0313,1.2,40.0211,647931.0,144729.0,81.74,0.031382,0.01674,11.7851,0.0031
17.883333,7.2113,37.0334,1.1997,39.9183,648089.0,144862.0,81.73,0.031372,0.01675,11.7867,0.0031
17.9,7.2086,37.0412,1.1998,39.9519,648247.0,144994.0,81.72,0.031351,0.016766,11.7884,0.0031
17.916667,7.2076,37.0362,1.2009,39.9424,648404.0,145127.0,81.71,0.03136,0.016762,11.7901,0.0031
17.933333,7.2062,37.0427,1.2004,39.9072,648562.0,145260.0,81.7,0.031362,0.016757,11.7917,0.0031
17.95,7.206,37.042,1.2005,40.0474,648720.0,145393.0,81.69,0.031353,0.016766,11.7934,0.0031
17.966667,7.2067,37.026,1.2007,40.0472,648878.0,145525.0,81.68,0.031384,0.016743,11.7951,0.0031
17.983333,7.2065,37.0271,1.2006,40.0411,649037.0,145658.0,81.67,0.031391,0.016732,11.7967,0.0031
18.0,7.2079,37.0232,1.2,40.234,649195.0,145790.0,81.66,0.031389,0.016733,11.7984,0.0031
18.016667,7.2057,37.0235,1.199,40.2285,649355.0,145922.0,81.65,0.03143,0.016703,11.8001,0.0031
18.033333,7.2031,37.0202,1.1998,40.2462,649514.0,146054.0,81.64,0.031432,0.016701,11.8017,0.0031
18.05,7.2045,37.0085,1.201,40.1556,649674.0,146186.0,81.63,0.031439,0.016694,11.8034,0.0031
18.066667,7.2082,37.0149,1.2013,40.0918,649833.0,146319.0,81.62,0.031421,0.016706,11.8051,0.0031
18.083333,7.2083,37.0117,1.2012,40.0705,649992.0,146451.0,81.61,0.031402,0.016723,11.8067,0.0031
18.1,7.2028,37.0187,1.2011,40.0353,650151.0,146583.0,81.6,0.031398,0.016725,11.8084,0.0031
18.116667,7.2012,37.0207,1.2004,39.8877,650310.0,146716.0,81.59,0.031395,0.016727,11.81,0.0031
18.133333,7.2022,37.0238,1.2003,39.8198,650468.0,146848.0,81.58,0.031364,0.01675,11.8117,0.0031
18.15,7.2023,37.0139,1.1996,39.7814,650626.0,146981.0,81.57,0.031349,0.016763,11.8134,0.0031
18.166667,7.2044,37.0114,1.1993,39.9197,650784.0,147114.0,81.56,0.031343,0.016765,11.815,0.0031
18.183333,7.2052,37.0134,1.1991,39.8856,650943.0,147246.0,81.55,0.031372,0.016744,11.8167,0.0031
18.2,7.1993,37.0194,1.1995,39.8804,651102.0,147379.0,81.54,0.031364,0.01675,11.8184,0.0031
18.216667,7.199,37.0238,1.1985,39.8489,651260.0,147512.0,81.53,0.031364,0.016751,11.82,0.0031
18.233333,7.196,37.0349,1.1992,39.7151,651419.0,147644.0,81.52,0.031356,0.016758,11.8217,0.0031
18.25,7.1922,37.0335,1.1989,39.6454,651576.0,147778.0,81.51,0.031321,0.016788,11.8234,0.0031
18.266667,7.1975,37.0349,1.1993,39.6204,651734.0,147911.0,81.5,0.031303,0.016803,11.825,0.0031
18.283333,7.1994,37.0319,1.1992,39.681,651891.0,148044.0,81.49,0.031302,0.016802,11.8267,0.0031
18.3,7.1952,37.0417,1.1993,39.7813,652049.0,148177.0,81.48,0.031317,0.01679,11.8284,0.0031
18.316667,7.1926,37.0351,1.1986,39.8096,652207.0,148310.0,81.47,0.031332,0.016784,11.83,0.0031
18.333333,7.193,37.0315,1.1981,39.7384,652366.0,148443.0,81.46,0.031338,0.016777,11.8317,0.0031
18.35,7.1931,37.028,1.1978,39.8528,652524.0,148576.0,81.45,0.031325,0.016786,11.8334,0.0032
18.366667,7.1931,37.0357,1.1976,39.8768,652682.0,148709.0,81.44,0.031351,0.016765,11.835,0.0032
18.383333,7.1931,37.0242,1.1986,39.8749,652841.0,148842.0,81.43,0.031353,0.016767,11.8367,0.0032
18.4,7.1953,37.0189,1.1986,39.8258,653000.0,148974.0,81.42,0.031358,0.016759,11.8384,0.0032
18.416667,7.1986,37.0206,1.199,39.9232,653159.0,149107.0,81.41,0.031352,0.016762,11.84,0.0032
18.433333,7.2016,37.0252,1.1981,39.8825,653318.0,149240.0,81.4,0.031375,0.016745,11.8417,0.0032
18.45,7.1989,37.0295,1.1983,39.7992,653477.0,149372.0,81.39,0.031364,0.016754,11.8433,0.0032
18.466667,7.1985,37.0194,1.1984,39.7035,653636.0,149505.0,81.38,0.031345,0.016769,11.845,0.0032
18.483333,7.1999,37.0215,1.1998,39.7747,653794.0,149638.0,81.38,0.031328,0.016779,11.8467,0.0032
18.5,7.1987,37.0265,1.1989,39.7251,653953.0,149771.0,81.37,0.031344,0.016768,11.8483,0.0032
18.516667,7.1996,37.0121,1.1989,39.6745,654112.0,149904.0,81.36,0.031331,0.016779,11.85,0.0032
18.533333,7.1999,37.0049,1.1993,39.6938,654270.0,150037.0,81.35,0.031324,0.016781,11.8517,0.0032
18.55,7.2035,37.0049,1.1988,39.6948,654429.0,150170.0,81.34,0.03133,0.016776,11.8533,0.0032
18.566667,7.1999,37.0075,1.1993,39.8712,654588.0,150303.0,81.33,0.031329,0.016778,11.855,0.0032
18.583333,7.1982,37.0056,1.199,39.892,654747.0,150435.0,81.32,0.031368,0.016748,11.8567,0.0032
18.6,7.1993,37.0052,1.1997,39.8581,654907.0,150568.0,81.31,0.031372,0.016745,11.8583,0.0032
18.616667,7.2018,37.0086,1.1997,39.8457,655066.0,150701.0,81.3,0.031366,0.01675,11.86,0.0032
18.633333,7.208,37.0032,1.1999,39.8058,655226.0,150833.0,81.29,0.031363,0.016753,11.8617,0.0032
18.65,7.2123,37.0089,1.1995,39.8496,655385.0,150966.0,81.28,0.031349,0.016765,11.8633,0.0032
18.666667,7.2126,37.0054,1.2,39.8831,655544.0,151099.0,81.27,0.031349,0.016768,11.865,0.0032
18.683333,7.2127,37.0051,1.2003,39.9044,655704.0,151232.0,81.26,0.031356,0.016763,11.8667,0.0032
18.7,7.2124,37.0008,1.2014,39.8419,655863.0,151364.0,81.25,0.031361,0.01676,11.8683,0.0032
18.716667,7.213,36.9988,1.2024,39.7923,656023.0,151497.0,81.24,0.031348,0.016769,11.87,0.0032
18.733333,7.2107,36.9925,1.2025,39.7152,656182.0,151630.0,81.23,0.031335,0.016779,11.8717,0.0032
18.75,7.2091,36.9788,1.2025,39.6987,656341.0,151763.0,81.22,0.031324,0.016786,11.8733,0.0032
18.766667,7.2049,36.9862,1.2015,39.7669,656500.0,151896.0,81.21,0.031321,0.01679,11.875,0.0032
18.783333,7.2029,36.9967,1.2018,39.7147,656659.0,152029.0,81.2,0.031344,0.016769,11.8766,0.0032
18.8,7.2004,37.0007,1.2016,39.7196,656819.0,152162.0,81.19,0.031335,0.016774,11.8783,0.0032
18.816667,7.2037,36.9959,1.2015,39.7968,656978.0,152295.0,81.18,0.031338,0.016772,11.88,0.0032
18.833333,7.2056,36.9949,1.2012,39.6958,657138.0,152428.0,81.17,0.031353,0.016762,11.8816,0.0032
18.85,7.2027,36.9971,1.201,39.7175,657297.0,152561.0,81.16,0.03133,0.01678,11.8833,0.0033
18.866667,7.2053,36.9895,1.2008,39.7454,657457.0,152694.0,81.15,0.031337,0.016773,11.885,0.0033
18.883333,7.2032,36.9989,1.2014,39.7783,657616.0,152827.0,81.14,0.031341,0.016772,11.8866,0.0033
18.9,7.2077,36.9893,1.2013,39.8142,657776.0,152959.0,81.13,0.03135,0.016764,11.8883,0.0033
18.916667,7.2051,36.9914,1.2005,39.8691,657936.0,153092.0,81.12,0.031353,0.016765,11.89,0.0033
18.933333,7.2076,36.9933,1.1992,39.8139,658096.0,153225.0,81.11,0.031369,0.016752,11.8916,0.0033
18.95,7.2088,36.9936,1.1975,39.9045,658257.0,153358.0,81.1,0.031354,0.016764,11.8933,0.0033
18.966667,7.2089,36.9884,1.1984,39.866,658417.0,153490.0,81.1,0.031371,0.016752,11.895,0.0033
18.983333,7.2068,36.9909,1.1996,39.9782,658577.0,153623.0,81.09,0.031362,0.016759,11.8966,0.0033
19.0,7.2074,36.9941,1.2002,39.8983,658738.0,153756.0,81.08,0.031391,0.016736,11.8983,0.0033
19.016667,7.2088,36.9894,1.2003,39.8892,658899.0,153888.0,81.07,0.031373,0.01675,11.9,0.0033
19.033333,7.2098,36.9904,1.1983,39.9069,659059.0,154021.0,81.06,0.031369,0.016754,11.9016,0.0033
19.05,7.2111,36.9934,1.1984,40.0181,659220.0,154154.0,81.05,0.03137,0.016754,11.9033,0.0033
19.066667,7.2115,36.9964,1.1992,40.0404,659381.0,154286.0,81.04,0.031392,0.016738,11.9049,0.0033
19.083333,7.2088,36.9807,1.1989,40.0873,659542.0,154419.0,81.03,0.031397,0.016735,11.9066,0.0033
19.1,7.2076,36.9862,1.1991,40.1656,659703.0,154551.0,81.02,0.03141,0.016726,11.9083,0.0033
19.116667,7.2065,36.9895,1.1995,40.2533,659865.0,154683.0,81.01,0.03143,0.016709,11.9099,0.0033
19.133333,7.2019,36.9867,1.2001,40.339,660027.0,154815.0,81.0,0.031451,0.016693,11.9116,0.0033
19.15,7.2024,36.985,1.2005,40.3762,660190.0,154947.0,80.99,0.031472,0.016676,11.9133,0.0033
19.166667,7.2014,36.9874,1.2013,40.4773,660353.0,155079.0,80.98,0.03148,0.016671,11.9149,0.0033
19.183333,7.2033,36.9879,1.2011,40.4867,660516.0,155210.0,80.97,0.031502,0.016654,11.9166,0.0033
19.2,7.2028,36.9894,1.2004,40.5434,660680.0,155342.0,80.96,0.031503,0.016654,11.9183,0.0033
19.216667,7.1998,36.9868,1.2004,40.6417,660844.0,155473.0,80.95,0.031516,0.016644,11.9199,0.0033
19.233333,7.1987,36.9827,1.2,40.7131,661008.0,155605.0,80.95,0.031537,0.016629,11.9216,0.0033
19.25,7.1914,36.9765,1.2018,40.7116,661172.0,155736.0,80.94,0.031551,0.016619,11.9233,0.0033
19.266667,7.1888,36.9767,1.2017,40.7267,661337.0,155867.0,80.93,0.031542,0.01663,11.9249,0.0033
19.283333,7.1939,36.9796,1.2013,40.7371,661501.0,155999.0,80.92,0.03154,0.016633,11.9266,0.0033
19.3,7.1923,36.9732,1.2,40.5951,661666.0,156130.0,80.91,0.031552,0.016621,11.9283,0.0033
19.316667,7.1902,36.9661,1.2002,40.4846,661830.0,156262.0,80.9,0.031519,0.016648,11.9299,0.0033
19.333333,7.1824,36.9599,1.1999,40.4186,661993.0,156393.0,80.89,0.031489,0.016674,11.9316,0.0033
19.35,7.1869,36.9567,1.2005,40.3941,662156.0,156526.0,80.88,0.031451,0.016711,11.9333,0.0034
19.366667,7.1872,36.952,1.2004,40.3228,662318.0,156658.0,80.87,0.031458,0.016704,11.9349,0.0034
19.383333,7.188,36.9513,1.1998,40.3688,662481.0,156790.0,80.86,0.031441,0.016719,11.9366,0.0034
19.4,7.1895,36.9492,1.1999,40.3429,662644.0,156922.0,80.85,0.031452,0.01671,11.9382,0.0034
19.416667,7.1876,36.9505,1.1995,40.2628,662806.0,157055.0,80.84,0.031449,0.016713,11.9399,0.0034
19.433333,7.1838,36.949,1.1999,40.2034,662969.0,157187.0,80.83,0.031429,0.016729,11.9416,0.0034
19.45,7.1908,36.9556,1.2007,40.2434,663131.0,157320.0,80.83,0.031405,0.016751,11.9432,0.0034
19.466667,7.1959,36.9513,1.199,40.2011,663293.0,157452.0,80.82,0.031435,0.01672,11.9449,0.0034
19.483333,7.1975,36.9531,1.1993,40.2751,663456.0,157585.0,80.81,0.03143,0.016724,11.9466,0.0034
19.5,7.1985,36.959,1.1987,40.1891,663619.0,157717.0,80.8,0.031448,0.016709,11.9482,0.0034
19.516667,7.2027,36.9604,1.1984,40.1385,663782.0,157849.0,80.79,0.031434,0.016716,11.9499,0.0034
19.533333,7.2009,36.9565,1.1977,40.0339,663944.0,157981.0,80.78,0.031423,0.016724,11.9516,0.0034
19.55,7.2004,36.9534,1.1986,40.0509,664107.0,158114.0,80.77,0.031399,0.016744,11.9532,0.0034
19.566667,7.201,36.9494,1.1986,40.0714,664269.0,158247.0,80.76,0.031402,0.016744,11.9549,0.0034
19.583333,7.2028,36.9496,1.1994,40.0679,664431.0,158379.0,80.75,0.031403,0.016745,11.9566,0.0034
19.6,7.2047,36.9473,1.1982,40.0814,664593.0,158512.0,80.74,0.031402,0.016746,11.9582,0.0034
19.616667,7.2064,36.9519,1.1986,40.0544,664756.0,158645.0,80.73,0.031402,0.016748,11.9599,0.0034
19.633333,7.2041,36.9563,1.199,40.0151,664918.0,158777.0,80.72,0.031398,0.016749,11.9616,0.0034
19.65,7.2068,36.9513,1.1987,40.1199,665080.0,158910.0,80.71,0.031395,0.016748,11.9632,0.0034
19.666667,7.2088,36.9499,1.199,40.1232,665243.0,159043.0,80.71,0.031411,0.01674,11.9649,0.0034
19.683333,7.2014,36.9448,1.199,40.0933,665406.0,159175.0,80.7,0.031408,0.016744,11.9666,0.0034
19.7,7.202,36.9531,1.1989,40.0199,665568.0,159308.0,80.69,0.031406,0.016747,11.9682,0.0034
19.716667,7.2027,36.9518,1.1988,39.9999,665731.0,159441.0,80.68,0.031396,0.016749,11.9699,0.0034
19.733333,7.2084,36.9381,1.1987,39.9996,665893.0,159573.0,80.67,0.031391,0.016754,11.9715,0.0034
19.75,7.2061,36.945,1.1993,39.9966,666055.0,159706.0,80.66,0.031374,0.016778,11.9732,0.0034
19.766667,7.2052,36.9452,1.1993,39.9917,666217.0,159839.0,80.65,0.031383,0.016766,11.9749,0.0034
19.783333,7.2045,36.9477,1.1998,39.9127,666380.0,159972.0,80.64,0.031383,0.016765,11.9765,0.0034
19.8,7.2016,36.9373,1.2004,39.9337,666542.0,160105.0,80.63,0.031369,0.016774,11.9782,0.0034
19.816667,7.2028,36.9291,1.2015,39.898,666704.0,160238.0,80.62,0.031367,0.016782,11.9799,0.0034
19.833333,7.2031,36.9358,1.2008,39.8684,666865.0,160371.0,80.61,0.031351,0.016801,11.9815,0.0034
19.85,7.2035,36.9554,1.2009,39.9794,667027.0,160505.0,80.6,0.031351,0.016795,11.9832,0.0034
19.866667,7.2065,36.9585,1.2002,40.0489,667190.0,160637.0,80.6,0.03139,0.016754,11.9849,0.0035
19.883333,7.2023,36.9695,1.2003,39.8751,667353.0,160770.0,80.59,0.031404,0.016743,11.9865,0.0035
19.9,7.2014,36.9743,1.2001,39.9282,667515.0,160903.0,80.58,0.031376,0.016758,11.9882,0.0035
19.916667,7.1991,36.9663,1.2001,39.9342,667678.0,161036.0,80.57,0.031389,0.016746,11.9899,0.0035
19.933333,7.1982,36.9748,1.1995,39.958,667841.0,161168.0,80.56,0.031388,0.01675,11.9915,0.0035
19.95,7.1984,36.9652,1.1987,39.9611,668004.0,161301.0,80.55,0.031396,0.016741,11.9932,0.0035
19.966667,7.2036,36.9695,1.1977,39.7625,668167.0,161434.0,80.54,0.031393,0.016747,11.9949,0.0035
19.983333,7.2053,36.9694,1.1986,39.7188,668330.0,161567.0,80.53,0.031351,0.016778,11.9965,0.0035
20.0,7.206,36.9754,1.1984,39.7069,668492.0,161700.0,80.52,0.03134,0.016786,11.9982,0.0035
20.016667,7.2059,36.9793,1.1985,39.786,668654.0,161833.0,80.51,0.031339,0.016785,11.9999,0.0035
20.033333,7.2045,36.9711,1.1999,38.5875,668817.0,161966.0,80.5,0.031358,0.01677,12.0015,0.0035
20.05,7.2028,36.9712,1.1999,37.4429,668974.0,162101.0,80.5,0.031093,0.016969,12.0032,0.0035
20.066667,7.2027,36.9714,1.2,36.2093,669126.0,162238.0,80.49,0.03083,0.017163,12.0048,0.0035
20.083333,7.2074,36.9709,1.2004,35.08,669273.0,162378.0,80.48,0.030533,0.017384,12.0065,0.0035
20.1,7.2059,36.9671,1.2013,34.0395,669414.0,162520.0,80.46,0.030243,0.017601,12.0082,0.0035
20.116667,7.2077,36.9634,1.2009,33.0557,669550.0,162665.0,80.45,0.029969,0.017805,12.0098,0.0035
20.133333,7.2107,36.9519,1.2,31.9948,669680.0,162811.0,80.44,0.029695,0.018011,12.0115,0.0036
20.15,7.2075,36.9474,1.199,31.0475,669804.0,162961.0,80.43,0.02938,0.018255,12.0132,0.0036
20.166667,7.202,36.9418,1.1998,30.2053,669923.0,163113.0,80.42,0.029099,0.018465,12.0148,0.0036
20.183333,7.2024,36.9363,1.1988,29.2916,670037.0,163267.0,80.41,0.028838,0.018661,12.0165,0.0036
20.2,7.2022,36.9429,1.1995,28.5226,670144.0,163423.0,80.39,0.028538,0.018889,12.0182,0.0036
20.216667,7.2002,36.9441,1.1993,27.7255,670247.0,163582.0,80.38,0.028285,0.019071,12.0198,0.0036
20.233333,7.2054,36.9336,1.1992,27.0462,670345.0,163743.0,80.37,0.028009,0.019275,12.0215,0.0036
20.25,7.2015,36.9306,1.1989,26.2969,670437.0,163906.0,80.36,0.027754,0.019477,12.0232,0.0036
20.266667,7.1973,36.9356,1.1994,25.6198,670524.0,164071.0,80.34,0.027474,0.019687,12.0248,0.0036
20.283333,7.1951,36.9372,1.1989,24.911,670606.0,164238.0,80.33,0.027217,0.019873,12.0265,0.0036
20.3,7.2008,36.9389,1.1982,24.2589,670683.0,164408.0,80.31,0.026934,0.020083,12.0282,0.0037
20.316667,7.1972,36.9322,1.1976,23.5882,670754.0,164580.0,80.3,0.026668,0.020277,12.0298,0.0037
20.333333,7.1997,36.9371,1.1981,22.8977,670820.0,164754.0,80.28,0.026375,0.020504,12.0315,0.0037
20.35,7.1983,36.9399,1.1979,22.2831,670880.0,164931.0,80.27,0.026074,0.020721,12.0332,0.0037
20.366667,7.1995,36.9387,1.1982,21.8098,670934.0,165110.0,80.25,0.025794,0.020926,12.0348,0.0037
20.383333,7.199,36.9473,1.1986,21.1548,670984.0,165291.0,80.23,0.025571,0.021093,12.0365,0.0037
20.4,7.1962,36.9428,1.1982,20.6104,671029.0,165474.0,80.22,0.025258,0.021316,12.0381,0.0037
20.416667,7.1979,36.9519,1.1985,20.0613,671067.0,165660.0,80.2,0.02498,0.021529,12.0398,0.0037
20.433333,7.1926,36.9532,1.1986,19.5711,671100.0,165847.0,80.18,0.024702,0.021725,12.0415,0.0037
20.45,7.1982,36.962,1.1992,19.0232,671129.0,166037.0,80.17,0.024437,0.021924,12.0431,0.0037
20.466667,7.1969,36.962,1.1988,18.5881,671151.0,166230.0,80.15,0.024144,0.02213,12.0448,0.0038
20.483333,7.1979,36.9556,1.1996,18.1417,671169.0,166424.0,80.13,0.023896,0.022314,12.0465,0.0038
20.5,7.1935,36.956,1.1998,17.7665,671181.0,166620.0,80.11,0.023635,0.022513,12.0481,0.0038
20.516667,7.1929,36.9621,1.2,17.256,671189.0,166818.0,80.09,0.023408,0.022684,12.0498,0.0038
20.533333,7.1894,36.97,1.2007,16.8683,671191.0,167019.0,80.07,0.023098,0.02291,12.0515,0.0038
20.55,7.1936,36.9773,1.2011,16.4139,671189.0,167222.0,80.05,0.022852,0.023092,12.0531,0.0038
20.566667,7.1983,36.9812,1.2008,15.9903,671181.0,167427.0,80.04,0.022565,0.023294,12.0548,0.0038
20.583333,7.199,36.9707,1.2012,15.5623,671167.0,167634.0,80.02,0.022287,0.023495,12.0565,0.0038
20.6,7.1999,36.9679,1.2009,15.1614,671148.0,167843.0,79.99,0.021992,0.02372,12.0581,0.0038
20.616667,7.1995,36.9806,1.2018,14.8455,671123.0,168055.0,79.97,0.021709,0.023931,12.0598,0.0038
20.633333,7.1994,36.9864,1.2024,14.4638,671094.0,168268.0,79.95,0.021485,0.02409,12.0615,0.0039
20.65,7.1992,36.9749,1.203,14.2816,671059.0,168484.0,79.93,0.021204,0.024295,12.0631,0.0039
20.666667,7.1994,36.9616,1.2032,13.9139,671022.0,168701.0,79.91,0.021065,0.024405,12.0648,0.0039
20.683333,7.1977,36.9663,1.2031,13.5852,670979.0,168920.0,79.89,0.02078,0.024627,12.0665,0.0039
20.7,7.1961,36.9677,1.2026,13.2274,670931.0,169141.0,79.87,0.020524,0.024814,12.0681,0.0039
20.716667,7.1953,36.9704,1.2023,12.8619,670877.0,169364.0,79.84,0.020236,0.025026,12.0698,0.0039
20.733333,7.198,36.9532,1.2019,12.5598,670818.0,169590.0,79.82,0.019936,0.025247,12.0715,0.0039
20.75,7.1985,36.9576,1.2025,12.2618,670753.0,169818.0,79.8,0.019677,0.025455,12.0731,0.0039
20.766667,7.2,36.9596,1.2012,12.1424,670684.0,170048.0,79.77,0.019422,0.025639,12.0748,0.0039
20.783333,7.1963,36.963,1.2014,11.9221,670612.0,170279.0,79.75,0.019318,0.025713,12.0765,0.0039
20.8,7.1951,36.969,1.2003,11.6871,670537.0,170511.0,79.73,0.019124,0.025855,12.0781,0.004
20.816667,7.1938,36.9651,1.2006,11.5338,670458.0,170745.0,79.7,0.018913,0.026007,12.0798,0.004
20.833333,7.1931,36.9708,1.2006,11.2583,670376.0,170980.0,79.68,0.018771,0.026118,12.0814,0.004
20.85,7.1926,36.9693,1.2001,11.0774,670289.0,171217.0,79.65,0.018516,0.026303,12.0831,0.004
20.866667,7.1934,36.9596,1.199,10.9022,670198.0,171455.0,79.63,0.018344,0.026432,12.0848,0.004
20.883333,7.1915,36.9622,1.1996,10.6234,670105.0,171695.0,79.6,0.018174,0.026567,12.0864,0.004
20.9,7.1882,36.9737,1.1998,10.4089,670006.0,171937.0,79.58,0.017901,0.02677,12.0881,0.004
20.916667,7.1861,36.9708,1.1991,10.2856,669902.0,172180.0,79.55,0.017687,0.026927,12.0898,0.004
20.933333,7.1845,36.9784,1.1989,10.042,669797.0,172424.0,79.53,0.017559,0.027031,12.0914,0.004
20.95,7.1839,36.9618,1.1989,9.863,669686.0,172671.0,79.5,0.017309,0.027217,12.0931,0.004
20.966667,7.1866,36.9503,1.1997,9.7538,669572.0,172919.0,79.48,0.017118,0.027377,12.0948,0.0041
20.983333,7.1902,36.9508,1.2004,9.5004,669455.0,173168.0,79.45,0.017004,0.027467,12.0964,0.0041
21.0,7.1924,36.9466,1.1993,9.2778,669333.0,173418.0,79.42,0.016738,0.027653,12.0981,0.0041
21.016667,7.1926,36.9422,1.1996,9.0185,669207.0,173671.0,79.4,0.016496,0.027834,12.0998,0.0041
21.033333,7.1874,36.9521,1.2002,8.8168,669074.0,173926.0,79.37,0.016207,0.028056,12.1014,0.0041
21.05,7.1878,36.9594,1.2004,8.6991,668938.0,174183.0,79.34,0.015977,0.028225,12.1031,0.0041
21.066667,7.191,36.9554,1.2004,8.5746,668799.0,174440.0,79.31,0.015845,0.028311,12.1048,0.0041
21.083333,7.1905,36.9537,1.2004,8.4577,668657.0,174699.0,79.29,0.015703,0.028413,12.1064,0.0041
21.1,7.1881,36.9596,1.1998,8.3283,668513.0,174959.0,79.26,0.015565,0.028519,12.1081,0.0041
21.116667,7.1877,36.9626,1.1984,8.2749,668365.0,175219.0,79.23,0.015411,0.028632,12.1098,0.0041
21.133333,7.1864,36.9711,1.1982,8.1626,668217.0,175480.0,79.2,0.015348,0.028677,12.1114,0.0042
21.15,7.1917,36.9698,1.1991,8.0596,668066.0,175742.0,79.17,0.015213,0.028773,12.1131,0.0042
21.166667,7.1931,36.9708,1.1998,7.9134,667913.0,176005.0,79.14,0.015094,0.028846,12.1148,0.0042
21.183333,7.1907,36.9672,1.1998,7.802,667756.0,176269.0,79.12,0.014916,0.028974,12.1164,0.0042
21.2,7.1929,36.9761,1.1992,7.6612,667597.0,176534.0,79.09,0.014776,0.029087,12.1181,0.0042
21.216667,7.1894,36.9897,1.1995,7.6035,667435.0,176800.0,79.06,0.014602,0.029202,12.1198,0.0042
21.233333,7.1862,36.9898,1.1998,7.5004,667271.0,177066.0,79.03,0.014528,0.029258,12.1214,0.0042
21.25,7.1895,37.0049,1.1992,7.351,667104.0,177334.0,79.0,0.014393,0.02937,12.1231,0.0042
