time_h,pH,temperature_C,pressure_bar,dissolved_oxygen_pct,viable_cell_density,dead_cell_density,viability_pct,growth_rate_h,death_rate_h,substrate_g_L,lactate_g_L
0.0,7.2,37.0,1.2,40.0,500000,0,100.0,0.0,0.0,10.0,0.0
0.016667,7.2008,36.9933,1.2005,40.0607,500120.0,139.0,99.97,0.031169,0.016727,10.0017,0.0
0.033333,7.1957,36.985,1.2005,40.0369,500241.0,279.0,99.94,0.031182,0.016718,10.0033,0.0
0.05,7.1958,36.9798,1.2011,40.085,500361.0,418.0,99.92,0.031174,0.016726,10.005,0.0
0.066667,7.1961,36.9874,1.2013,40.0248,500482.0,557.0,99.89,0.031183,0.01672,10.0067,0.0
0.083333,7.1971,36.9814,1.2018,40.0202,500602.0,697.0,99.86,0.031172,0.016727,10.0083,0.0
0.1,7.1967,36.9773,1.2024,40.0091,500723.0,836.0,99.83,0.031171,0.016729,10.01,0.0
0.116667,7.1957,36.9754,1.2026,40.0322,500843.0,975.0,99.81,0.031167,0.016734,10.0117,0.0
0.133333,7.1969,36.9786,1.2038,40.0041,500964.0,1115.0,99.78,0.03117,0.016732,10.0133,0.0
0.15,7.1957,36.9738,1.204,40.0768,501084.0,1254.0,99.75,0.031165,0.016735,10.015,0.0
0.166667,7.1955,36.9688,1.2032,40.1145,501205.0,1393.0,99.72,0.031178,0.016727,10.0167,0.0
0.183333,7.1976,36.9728,1.2025,40.1231,501326.0,1533.0,99.7,0.031185,0.016724,10.0183,0.0
0.2,7.1979,36.9747,1.2029,40.1307,501447.0,1672.0,99.67,0.031191,0.016718,10.02,0.0
0.216667,7.1997,36.9756,1.2029,40.1641,501568.0,1811.0,99.64,0.031193,0.016715,10.0216,0.0
0.233333,7.196,36.9739,1.2024,40.1138,501689.0,1950.0,99.61,0.031201,0.016709,10.0233,0.0
0.25,7.1954,36.984,1.2017,40.1699,501810.0,2089.0,99.59,0.031189,0.016719,10.025,0.0
0.266667,7.1912,36.9821,1.2017,40.1983,501931.0,2228.0,99.56,0.031204,0.016706,10.0266,0.0
0.283333,7.1933,36.9875,1.2014,40.1574,502052.0,2367.0,99.53,0.031204,0.016708,10.0283,0.0
0.3,7.1957,36.9865,1.2004,40.0755,502174.0,2506.0,99.5,0.0312,0.016709,10.03,0.0
0.316667,7.1935,36.99,1.2005,40.1159,502295.0,2645.0,99.48,0.031186,0.016719,10.0316,0.0
0.333333,7.1926,36.9912,1.2009,40.0895,502416.0,2784.0,99.45,0.031193,0.016715,10.0333,0.0001
0.35,7.194,36.987,1.2006,40.0598,502537.0,2923.0,99.42,0.031187,0.01672,10.035,0.0001
0.366667,7.1911,36.9904,1.2002,40.0573,502658.0,3063.0,99.39,0.031182,0.016724,10.0366,0.0001
0.383333,7.1926,36.9935,1.2007,40.0477,502779.0,3202.0,99.37,0.031178,0.016728,10.0383,0.0001
0.4,7.1917,36.9931,1.1995,39.9517,502900.0,3341.0,99.34,0.031179,0.016726,10.04,0.0001
0.416667,7.1886,36.9868,1.1998,39.8959,503021.0,3480.0,99.31,0.031157,0.016743,10.0416,0.0001
0.433333,7.188,36.9954,1.1996,39.9493,503142.0,3619.0,99.29,0.031139,0.016759,10.0433,0.0001
0.45,7.1859,36.9941,1.199,39.9302,503263.0,3759.0,99.26,0.03115,0.016751,10.045,0.0001
0.466667,7.1885,36.9831,1.1994,39.9494,503383.0,3898.0,99.23,0.031141,0.01676,10.0466,0.0001
0.483333,7.1874,36.974,1.1994,39.918,503504.0,4037.0,99.2,0.03115,0.016752,10.0483,0.0001
0.5,7.1884,36.9746,1.2005,39.9071,503625.0,4176.0,99.18,0.031138,0.016765,10.05,0.0001
0.516667,7.1861,36.9762,1.2006,40.0,503745.0,4316.0,99.15,0.031139,0.016763,10.0516,0.0001
0.533333,7.1887,36.9789,1.2015,39.9232,503866.0,4455.0,99.12,0.031154,0.016754,10.0533,0.0001
0.55,7.1874,36.9733,1.2012,39.8386,503987.0,4594.0,99.1,0.031144,0.016758,10.055,0.0001
0.566667,7.1895,36.9723,1.2001,39.782,504107.0,4734.0,99.07,0.031122,0.016778,10.0566,0.0001
0.583333,7.1906,36.9782,1.2014,39.9822,504228.0,4873.0,99.04,0.031114,0.016782,10.0583,0.0001
0.6,7.192,36.9722,1.2,40.0004,504349.0,5012.0,99.02,0.031161,0.016745,10.06,0.0001
0.616667,7.1901,36.97,1.1996,39.9913,504470.0,5151.0,98.99,0.031166,0.016743,10.0616,0.0001
0.633333,7.1932,36.9715,1.1995,39.9249,504591.0,5290.0,98.96,0.03116,0.016749,10.0633,0.0001
0.65,7.1891,36.9688,1.1995,40.0432,504713.0,5429.0,98.94,0.031152,0.016753,10.0649,0.0001
0.666667,7.1898,36.9757,1.1992,39.9643,504834.0,5569.0,98.91,0.031169,0.016744,10.0666,0.0001
0.683333,7.1876,36.9714,1.2006,39.9132,504955.0,5708.0,98.88,0.031156,0.016751,10.0683,0.0001
0.7,7.1902,36.9661,1.2012,39.9429,505076.0,5847.0,98.86,0.03114,0.016766,10.0699,0.0001
0.716667,7.1901,36.9664,1.2007,39.9748,505197.0,5986.0,98.83,0.031149,0.01676,10.0716,0.0001
0.733333,7.1892,36.9591,1.1998,39.9874,505318.0,6125.0,98.8,0.031156,0.016754,10.0733,0.0001
0.75,7.1936,36.9608,1.1997,40.0065,505440.0,6264.0,98.78,0.031154,0.01676,10.0749,0.0001
0.766667,7.1972,36.9629,1.1995,40.0775,505561.0,6403.0,98.75,0.031166,0.016748,10.0766,0.0001
0.783333,7.1984,36.9734,1.1997,39.9942,505683.0,6542.0,98.72,0.031186,0.016731,10.0783,0.0001
0.8,7.1949,36.9845,1.2008,39.9829,505805.0,6681.0,98.7,0.031174,0.016736,10.0799,0.0001
0.816667,7.194,36.9942,1.2,39.9261,505926.0,6820.0,98.67,0.031172,0.016735,10.0816,0.0001
0.833333,7.1959,36.9918,1.2,39.9196,506048.0,6959.0,98.64,0.031161,0.016743,10.0833,0.0001
0.85,7.1969,37.001,1.2001,39.9656,506169.0,7097.0,98.62,0.031162,0.016743,10.0849,0.0001
0.866667,7.1917,37.0007,1.1995,39.8888,506291.0,7236.0,98.59,0.031173,0.016734,10.0866,0.0001
0.883333,7.1897,36.9985,1.2001,39.8094,506413.0,7375.0,98.56,0.031151,0.016752,10.0883,0.0001
0.9,7.1901,36.9954,1.1999,39.8847,506534.0,7514.0,98.54,0.03113,0.016769,10.0899,0.0001
0.916667,7.1918,37.0041,1.1998,39.8462,506655.0,7653.0,98.51,0.031147,0.016756,10.0916,0.0001
0.933333,7.1915,37.0057,1.2,39.7847,506777.0,7792.0,98.49,0.031143,0.016759,10.0933,0.0001
0.95,7.192,37.007,1.2016,39.9178,506898.0,7931.0,98.46,0.031129,0.01677,10.0949,0.0001
0.966667,7.19,37.0051,1.2005,39.8842,507020.0,8070.0,98.43,0.031158,0.016748,10.0966,0.0001
0.983333,7.1911,37.0128,1.2,39.8484,507142.0,8209.0,98.41,0.031148,0.016756,10.0983,0.0001
1.0,7.1859,37.0115,1.1993,39.8226,507263.0,8348.0,98.38,0.031142,0.016761,10.0999,0.0002
1.016667,7.1841,37.0107,1.1982,39.7378,507384.0,8487.0,98.35,0.031125,0.016778,10.1016,0.0002
1.033333,7.1901,37.0023,1.1977,39.8709,507505.0,8626.0,98.33,0.031101,0.016797,10.1033,0.0002
1.05,7.1979,36.9947,1.1976,39.9001,507627.0,8765.0,98.3,0.031146,0.016759,10.1049,0.0002
1.066667,7.2024,36.9884,1.1976,39.9558,507749.0,8904.0,98.28,0.031161,0.016745,10.1066,0.0002
1.083333,7.2034,36.9862,1.1977,39.8695,507871.0,9043.0,98.25,0.031172,0.016737,10.1082,0.0002
1.1,7.2027,36.9847,1.198,39.8409,507993.0,9181.0,98.22,0.031153,0.016752,10.1099,0.0002
1.116667,7.2038,36.9915,1.1982,39.8724,508115.0,9320.0,98.2,0.031148,0.016757,10.1116,0.0002
1.133333,7.2038,36.9916,1.1979,39.8999,508237.0,9459.0,98.17,0.031155,0.01675,10.1132,0.0002
1.15,7.2034,37.0053,1.199,39.9304,508359.0,9598.0,98.15,0.031161,0.016746,10.1149,0.0002
1.166667,7.2013,36.998,1.1998,39.9512,508481.0,9736.0,98.12,0.031169,0.01674,10.1166,0.0002
1.183333,7.2025,36.9868,1.2005,39.9832,508604.0,9875.0,98.1,0.031175,0.016735,10.1182,0.0002
1.2,7.1995,36.984,1.2006,39.9875,508726.0,10013.0,98.07,0.03118,0.016733,10.1199,0.0002
1.216667,7.1988,36.9836,1.2004,39.998,508849.0,10152.0,98.04,0.031182,0.016732,10.1216,0.0002
1.233333,7.2026,36.9673,1.2002,40.0095,508971.0,10290.0,98.02,0.031184,0.016731,10.1232,0.0002
1.25,7.2032,36.9655,1.1991,40.0301,509094.0,10429.0,97.99,0.03118,0.016738,10.1249,0.0002
1.266667,7.2076,36.9562,1.1997,40.0072,509216.0,10567.0,97.97,0.031184,0.016737,10.1266,0.0002
1.283333,7.2071,36.9501,1.1995,40.0907,509339.0,10706.0,97.94,0.03117,0.016754,10.1282,0.0002
1.3,7.2084,36.9621,1.2003,40.114,509461.0,10845.0,97.92,0.031184,0.016746,10.1299,0.0002
1.316667,7.2126,36.9656,1.2008,40.0885,509584.0,10983.0,97.89,0.031195,0.016733,10.1316,0.0002
1.333333,7.2123,36.9617,1.2014,40.0075,509707.0,11122.0,97.86,0.031183,0.016743,10.1332,0.0002
1.35,7.2139,36.9611,1.202,40.0556,509829.0,11260.0,97.84,0.031164,0.016759,10.1349,0.0002
1.366667,7.2181,36.9665,1.2009,40.0481,509952.0,11399.0,97.81,0.03117,0.016756,10.1366,0.0002
1.383333,7.2145,36.9637,1.2018,40.0866,510074.0,11538.0,97.79,0.031159,0.016767,10.1382,0.0002
1.4,7.2122,36.9578,1.2017,40.0033,510196.0,11676.0,97.76,0.031177,0.016751,10.1399,0.0002
1.416667,7.21,36.9605,1.2023,40.0424,510319.0,11815.0,97.74,0.031162,0.016763,10.1416,0.0002
1.433333,7.2038,36.9631,1.2022,40.0667,510442.0,11953.0,97.71,0.031177,0.016749,10.1432,0.0002
1.45,7.2078,36.9504,1.2017,40.1011,510565.0,12092.0,97.69,0.031192,0.016734,10.1449,0.0002
1.466667,7.2034,36.9608,1.2018,40.1501,510688.0,12230.0,97.66,0.031188,0.016745,10.1466,0.0002
1.483333,7.2018,36.9667,1.2024,40.1568,510811.0,12369.0,97.64,0.031209,0.016722,10.1482,0.0002
1.5,7.2024,36.969,1.2017,40.1386,510934.0,12507.0,97.61,0.031214,0.016716,10.1499,0.0002
1.516667,7.2019,36.972,1.2022,40.0625,511058.0,12645.0,97.59,0.031212,0.016717,10.1515,0.0002
1.533333,7.2015,36.982,1.2016,40.0059,511181.0,12783.0,97.56,0.031197,0.016727,10.1532,0.0002
1.55,7.2019,36.9878,1.2015,40.0914,511304.0,12921.0,97.54,0.031189,0.01673,10.1549,0.0002
1.566667,7.2041,36.9934,1.2017,40.2365,511428.0,13060.0,97.51,0.031209,0.016715,10.1565,0.0002
1.583333,7.2034,36.9806,1.2027,40.1938,511552.0,13198.0,97.48,0.031239,0.016693,10.1582,0.0002
1.6,7.2035,36.9894,1.2015,40.1023,511675.0,13336.0,97.46,0.031228,0.016703,10.1599,0.0002
1.616667,7.1993,36.9845,1.2016,40.1304,511799.0,13474.0,97.43,0.031211,0.016714,10.1615,0.0002
1.633333,7.2,36.9756,1.2,40.1266,511923.0,13612.0,97.41,0.031217,0.01671,10.1632,0.0002
1.65,7.1987,36.979,1.2005,40.1285,512047.0,13750.0,97.38,0.031215,0.016714,10.1649,0.0003
1.666667,7.2007,36.9808,1.2008,40.0759,512170.0,13888.0,97.36,0.031216,0.016712,10.1665,0.0003
1.683333,7.2002,36.9824,1.2013,40.0462,512294.0,14026.0,97.34,0.031206,0.016719,10.1682,0.0003
1.7,7.2015,36.981,1.2011,40.0972,512418.0,14164.0,97.31,0.0312,0.016724,10.1699,0.0003
1.716667,7.1963,36.973,1.2001,39.9411,512541.0,14302.0,97.29,0.031211,0.016716,10.1715,0.0003
1.733333,7.1947,36.9783,1.1999,39.9572,512665.0,14440.0,97.26,0.031174,0.016746,10.1732,0.0003
1.75,7.1977,36.9872,1.1999,40.0469,512788.0,14579.0,97.24,0.031178,0.016742,10.1749,0.0003
1.766667,7.198,36.982,1.1995,39.9487,512912.0,14717.0,97.21,0.031202,0.016722,10.1765,0.0003
1.783333,7.1957,36.98,1.2,40.0626,513035.0,14855.0,97.19,0.03118,0.016739,10.1782,0.0003
1.8,7.1923,36.9829,1.1994,40.0898,513159.0,14993.0,97.16,0.031203,0.016724,10.1799,0.0003
1.816667,7.1922,36.9714,1.2,40.0457,513283.0,15131.0,97.14,0.031206,0.016723,10.1815,0.0003
1.833333,7.191,36.965,1.1996,40.0708,513407.0,15269.0,97.11,0.031193,0.016736,10.1832,0.0003
1.85,7.1908,36.9677,1.1998,40.1521,513530.0,15407.0,97.09,0.031194,0.016738,10.1849,0.0003
1.866667,7.1902,36.9587,1.2005,40.1222,513654.0,15545.0,97.06,0.031212,0.016724,10.1865,0.0003
1.883333,7.1934,36.9619,1.2004,40.1379,513778.0,15683.0,97.04,0.0312,0.016737,10.1882,0.0003
1.9,7.1987,36.9759,1.2004,40.1406,513902.0,15821.0,97.01,0.031211,0.016726,10.1898,0.0003
1.916667,7.2015,36.9709,1.2006,40.1311,514026.0,15959.0,96.99,0.031221,0.016712,10.1915,0.0003
1.933333,7.2022,36.966,1.1996,39.99,514151.0,16097.0,96.96,0.031218,0.016716,10.1932,0.0003
1.95,7.1992,36.9636,1.1994,40.1156,514274.0,16235.0,96.94,0.031186,0.016742,10.1948,0.0003
1.966667,7.2021,36.958,1.1997,40.0828,514399.0,16373.0,96.92,0.031212,0.016724,10.1965,0.0003
1.983333,7.2013,36.9599,1.2001,40.0563,514523.0,16511.0,96.89,0.031202,0.016734,10.1982,0.0003
2.0,7.204,36.9532,1.2001,40.2209,514647.0,16649.0,96.87,0.031198,0.016736,10.1998,0.0003
2.016667,7.2044,36.9633,1.2001,40.2461,514771.0,16787.0,96.84,0.031227,0.016718,10.2015,0.0003
2.033333,7.2041,36.9628,1.1996,40.2602,514896.0,16925.0,96.82,0.031238,0.016705,10.2032,0.0003
2.05,7.2017,36.9677,1.2003,40.2693,515020.0,17062.0,96.79,0.031242,0.016703,10.2048,0.0003
2.066667,7.2009,36.9712,1.2001,40.3148,515145.0,17200.0,96.77,0.031247,0.016697,10.2065,0.0003
2.083333,7.1961,36.9695,1.1988,40.2007,515270.0,17337.0,96.74,0.031259,0.016687,10.2082,0.0003
2.1,7.1998,36.9758,1.1984,40.0926,515395.0,17475.0,96.72,0.031233,0.016708,10.2098,0.0003
2.116667,7.1921,36.9727,1.2001,40.1155,515520.0,17613.0,96.7,0.031214,0.016719,10.2115,0.0003
2.133333,7.1909,36.9762,1.1991,40.0899,515644.0,17751.0,96.67,0.031212,0.016724,10.2132,0.0003
2.15,7.1915,36.976,1.1997,40.1071,515769.0,17889.0,96.65,0.031206,0.016728,10.2148,0.0003
2.166667,7.1934,36.972,1.2003,40.2063,515893.0,18026.0,96.62,0.031211,0.016724,10.2165,0.0003
2.183333,7.1911,36.9667,1.2011,40.1825,516018.0,18164.0,96.6,0.031234,0.016708,10.2182,0.0003
2.2,7.195,36.9644,1.202,40.1808,516143.0,18302.0,96.58,0.031223,0.016719,10.2198,0.0003
2.216667,7.1959,36.9751,1.2016,40.11,516268.0,18440.0,96.55,0.031227,0.016716,10.2215,0.0003
2.233333,7.1948,36.9785,1.2005,40.145,516392.0,18577.0,96.53,0.031217,0.016719,10.2232,0.0003
2.25,7.1936,36.9863,1.1989,40.0862,516517.0,18715.0,96.5,0.031225,0.016712,10.2248,0.0003
2.266667,7.1894,36.9812,1.1991,40.0698,516642.0,18853.0,96.48,0.031214,0.01672,10.2265,0.0003
2.283333,7.1891,36.9805,1.1993,40.0008,516767.0,18990.0,96.46,0.031202,0.016732,10.2282,0.0003
2.3,7.1913,36.9851,1.1996,40.0367,516891.0,19128.0,96.43,0.031187,0.016744,10.2298,0.0004
2.316667,7.1923,36.9985,1.1996,40.0148,517016.0,19266.0,96.41,0.0312,0.016732,10.2315,0.0004
2.333333,7.1906,36.9918,1.1988,39.9566,517140.0,19404.0,96.38,0.031199,0.016731,10.2331,0.0004
2.35,7.1907,36.9941,1.1989,39.9096,517265.0,19542.0,96.36,0.031183,0.016744,10.2348,0.0004
2.366667,7.1933,36.999,1.1989,39.8724,517389.0,19679.0,96.34,0.031174,0.016751,10.2365,0.0004
2.383333,7.195,37.0002,1.198,39.8751,517513.0,19817.0,96.31,0.031171,0.016752,10.2381,0.0004
2.4,7.1958,36.9944,1.1983,39.7881,517638.0,19955.0,96.29,0.031173,0.01675,10.2398,0.0004
2.416667,7.1994,37.0026,1.1982,39.8233,517762.0,20093.0,96.26,0.031155,0.016764,10.2415,0.0004
2.433333,7.1931,36.9951,1.1982,39.7639,517886.0,20231.0,96.24,0.031165,0.016756,10.2431,0.0004
2.45,7.1952,37.0081,1.1975,39.723,518010.0,20369.0,96.22,0.031148,0.016771,10.2448,0.0004
2.466667,7.196,37.0184,1.1969,39.7544,518135.0,20507.0,96.19,0.031141,0.016775,10.2465,0.0004
2.483333,7.2008,37.0074,1.1963,39.7407,518259.0,20645.0,96.17,0.031146,0.016773,10.2481,0.0004
2.5,7.1994,37.0125,1.1967,39.6405,518383.0,20783.0,96.15,0.031146,0.016771,10.2498,0.0004
2.516667,7.2007,37.0086,1.1977,39.62,518507.0,20921.0,96.12,0.031124,0.016788,10.2515,0.0004
2.533333,7.199,37.012,1.1984,39.67,518631.0,21059.0,96.1,0.031122,0.01679,10.2531,0.0004
2.55,7.1947,37.0152,1.1978,39.7035,518755.0,21197.0,96.07,0.031133,0.016782,10.2548,0.0004
2.566667,7.1912,37.0179,1.1974,39.6371,518879.0,21335.0,96.05,0.031136,0.016781,10.2565,0.0004
2.583333,7.1933,37.0191,1.1972,39.751,519002.0,21474.0,96.03,0.031117,0.016798,10.2581,0.0004
2.6,7.1924,37.019,1.1976,39.7248,519127.0,21612.0,96.0,0.031144,0.016777,10.2598,0.0004
2.616667,7.1938,37.0153,1.1975,39.828,519251.0,21750.0,95.98,0.031138,0.016782,10.2615,0.0004
2.633333,7.1913,36.9995,1.1987,40.0021,519376.0,21887.0,95.96,0.031163,0.016762,10.2631,0.0004
2.65,7.1905,36.987,1.1986,39.9835,519501.0,22025.0,95.93,0.031199,0.016735,10.2648,0.0004
2.666667,7.1904,36.98,1.199,40.0183,519626.0,22163.0,95.91,0.031193,0.016741,10.2665,0.0004
2.683333,7.1868,36.9849,1.2004,40.0283,519751.0,22300.0,95.89,0.031198,0.016739,10.2681,0.0004
2.7,7.1864,36.9842,1.2008,39.915,519876.0,22438.0,95.86,0.031194,0.016744,10.2698,0.0004
2.716667,7.1872,36.982,1.2019,39.9085,520001.0,22576.0,95.84,0.031169,0.016763,10.2715,0.0004
2.733333,7.1919,36.9752,1.2022,39.9342,520126.0,22713.0,95.82,0.031169,0.016763,10.2731,0.0004
2.75,7.1899,36.9767,1.2028,39.9169,520251.0,22851.0,95.79,0.031182,0.016752,10.2748,0.0004
2.766667,7.1859,36.977,1.2021,39.8994,520376.0,22989.0,95.77,0.031175,0.016758,10.2764,0.0004
2.783333,7.1861,36.9664,1.2009,39.9361,520501.0,23126.0,95.75,0.031163,0.016771,10.2781,0.0004
2.8,7.1852,36.9504,1.2013,39.9572,520626.0,23264.0,95.72,0.031168,0.01677,10.2798,0.0004
2.816667,7.1839,36.9427,1.2018,39.9821,520751.0,23402.0,95.7,0.031161,0.016785,10.2814,0.0004
2.833333,7.1905,36.9464,1.2019,39.9723,520875.0,23540.0,95.68,0.031156,0.016794,10.2831,0.0004
2.85,7.1929,36.9514,1.2026,39.9402,521000.0,23678.0,95.65,0.031174,0.016774,10.2848,0.0004
2.866667,7.192,36.9491,1.2029,40.0402,521125.0,23816.0,95.63,0.031174,0.016769,10.2864,0.0004
2.883333,7.1911,36.9472,1.2029,40.0221,521251.0,23953.0,95.61,0.031192,0.016758,10.2881,0.0004
2.9,7.1938,36.9336,1.2022,39.9704,521376.0,24091.0,95.58,0.031186,0.016764,10.2898,0.0004
2.916667,7.188,36.9284,1.2015,39.959,521501.0,24229.0,95.56,0.031168,0.016786,10.2914,0.0004
2.933333,7.1913,36.9281,1.2007,39.9576,521626.0,24367.0,95.54,0.031151,0.016806,10.2931,0.0004
2.95,7.1943,36.923,1.2001,39.996,521750.0,24505.0,95.51,0.031158,0.0168,10.2948,0.0005
2.966667,7.1939,36.9284,1.2001,40.0415,521875.0,24642.0,95.49,0.031165,0.016797,10.2964,0.0005
2.983333,7.1914,36.9296,1.1999,39.9607,522001.0,24780.0,95.47,0.03118,0.016782,10.2981,0.0005
3.0,7.1876,36.9352,1.1997,39.8969,522126.0,24918.0,95.44,0.031161,0.016797,10.2998,0.0005
3.016667,7.1878,36.9435,1.1982,39.806,522250.0,25056.0,95.42,0.031145,0.016807,10.3014,0.0005
3.033333,7.1858,36.9539,1.1985,39.8663,522375.0,25194.0,95.4,0.031133,0.01681,10.3031,0.0005
3.05,7.1833,36.9475,1.1989,39.8774,522500.0,25332.0,95.38,0.031148,0.016794,10.3048,0.0005
3.066667,7.1852,36.9472,1.1992,39.8944,522625.0,25470.0,95.35,0.031139,0.016807,10.3064,0.0005
3.083333,7.1877,36.9533,1.1982,39.7552,522750.0,25608.0,95.33,0.031149,0.016798,10.3081,0.0005
3.1,7.1907,36.9617,1.1976,39.6487,522875.0,25745.0,95.31,0.03113,0.016807,10.3098,0.0005
3.116667,7.1912,36.9684,1.199,39.7016,522999.0,25883.0,95.28,0.031118,0.01681,10.3114,0.0005
3.133333,7.1906,36.9631,1.199,39.6988,523124.0,26021.0,95.26,0.031134,0.016794,10.3131,0.0005
3.15,7.1882,36.977,1.2003,39.7889,523249.0,26159.0,95.24,0.03113,0.0168,10.3147,0.0005
3.166667,7.1862,36.9829,1.2007,39.8291,523375.0,26297.0,95.22,0.031151,0.016781,10.3164,0.0005
3.183333,7.1899,36.9873,1.2011,39.8797,523500.0,26434.0,95.19,0.031156,0.016778,10.3181,0.0005
3.2,7.1911,36.976,1.2011,39.8505,523626.0,26572.0,95.17,0.031177,0.016759,10.3197,0.0005
3.216667,7.1881,36.9873,1.2021,39.9465,523751.0,26709.0,95.15,0.03117,0.016766,10.3214,0.0005
3.233333,7.1891,36.9962,1.202,39.9626,523877.0,26846.0,95.13,0.031187,0.016753,10.3231,0.0005
3.25,7.1866,36.9988,1.2019,39.8805,524004.0,26984.0,95.1,0.031194,0.016746,10.3247,0.0005
3.266667,7.1869,36.9983,1.2029,39.9449,524129.0,27121.0,95.08,0.031171,0.016765,10.3264,0.0005
3.283333,7.1874,37.0,1.2028,39.9348,524255.0,27258.0,95.06,0.031185,0.016755,10.3281,0.0005
3.3,7.185,36.999,1.2021,39.8577,524382.0,27396.0,95.04,0.031184,0.016755,10.3297,0.0005
3.316667,7.1868,37.0016,1.2008,39.8577,524507.0,27533.0,95.01,0.031162,0.016774,10.3314,0.0005
3.333333,7.1898,37.0084,1.2014,39.8681,524633.0,27671.0,94.99,0.031168,0.016768,10.3331,0.0005
3.35,7.1879,37.0013,1.2015,39.8999,524759.0,27808.0,94.97,0.031177,0.01676,10.3347,0.0005
3.366667,7.1916,37.0084,1.2013,39.8251,524885.0,27945.0,94.95,0.03118,0.016759,10.3364,0.0005
3.383333,7.1911,37.0096,1.2011,39.7975,525011.0,28082.0,94.92,0.031171,0.016763,10.3381,0.0005
3.4,7.192,37.0062,1.2006,39.8288,525137.0,28220.0,94.9,0.031164,0.016769,10.3397,0.0005
3.416667,7.1912,37.0077,1.2008,39.7648,525263.0,28357.0,94.88,0.031173,0.016762,10.3414,0.0005
3.433333,7.1903,37.0169,1.2,39.6412,525389.0,28495.0,94.86,0.031159,0.016774,10.3431,0.0005
3.45,7.1858,37.0168,1.2,39.6535,525515.0,28632.0,94.83,0.031129,0.016798,10.3447,0.0005
3.466667,7.1893,36.9993,1.2003,39.7736,525640.0,28770.0,94.81,0.031121,0.016807,10.3464,0.0005
3.483333,7.1868,36.9968,1.1998,39.7284,525766.0,28907.0,94.79,0.031158,0.016775,10.3481,0.0005
3.5,7.1864,37.0061,1.201,39.7218,525892.0,29045.0,94.77,0.031142,0.016789,10.3497,0.0005
3.516667,7.1917,37.0062,1.202,39.7312,526018.0,29182.0,94.74,0.03114,0.016792,10.3514,0.0005
3.533333,7.1923,37.0085,1.2039,39.8011,526144.0,29320.0,94.72,0.031153,0.016778,10.3531,0.0005
3.55,7.1907,37.0146,1.2034,39.7805,526270.0,29457.0,94.7,0.031167,0.016768,10.3547,0.0005
3.566667,7.1934,37.0146,1.2034,39.7936,526396.0,29594.0,94.68,0.03116,0.016775,10.3564,0.0005
3.583333,7.1944,37.0171,1.2019,39.848,526523.0,29731.0,94.66,0.031167,0.016769,10.358,0.0006
3.6,7.1921,37.0075,1.2018,39.8619,526649.0,29869.0,94.63,0.031181,0.016758,10.3597,0.0006
3.616667,7.1905,37.0128,1.2008,39.8433,526776.0,30006.0,94.61,0.031183,0.016757,10.3614,0.0006
3.633333,7.1893,37.0123,1.2009,39.7869,526902.0,30143.0,94.59,0.031176,0.016764,10.363,0.0006
3.65,7.1915,37.0125,1.1996,39.6723,527029.0,30280.0,94.57,0.031162,0.016775,10.3647,0.0006
3.666667,7.1917,37.0108,1.1996,39.6887,527155.0,30417.0,94.54,0.031142,0.016789,10.3664,0.0006
3.683333,7.1926,37.0168,1.1989,39.6303,527281.0,30555.0,94.52,0.031146,0.016785,10.368,0.0006
3.7,7.19,37.0184,1.1998,39.623,527407.0,30692.0,94.5,0.031134,0.016795,10.3697,0.0006
3.716667,7.1839,37.0071,1.1992,39.6079,527533.0,30830.0,94.48,0.031128,0.016802,10.3714,0.0006
3.733333,7.1833,37.0072,1.1991,39.6974,527659.0,30967.0,94.46,0.031111,0.016818,10.373,0.0006
3.75,7.1821,37.0015,1.1995,39.6151,527784.0,31105.0,94.43,0.031129,0.016805,10.3747,0.0006
3.766667,7.1837,37.0022,1.1994,39.739,527910.0,31242.0,94.41,0.031108,0.016822,10.3764,0.0006
3.783333,7.1826,37.0155,1.1993,39.671,528036.0,31380.0,94.39,0.03114,0.016797,10.378,0.0006
3.8,7.1834,37.0083,1.1989,39.7149,528162.0,31517.0,94.37,0.03112,0.016814,10.3797,0.0006
3.816667,7.1853,37.0041,1.1996,39.8055,528288.0,31655.0,94.35,0.031133,0.016803,10.3814,0.0006
3.833333,7.1895,37.0075,1.2005,39.6948,528415.0,31792.0,94.32,0.03116,0.016781,10.383,0.0006
3.85,7.189,37.0018,1.2005,39.6749,528541.0,31929.0,94.3,0.031146,0.016788,10.3847,0.0006
3.866667,7.1889,37.0139,1.2004,39.7196,528668.0,32066.0,94.28,0.031141,0.016792,10.3864,0.0006
3.883333,7.1887,37.0142,1.2004,39.7641,528794.0,32204.0,94.26,0.03115,0.016787,10.388,0.0006
3.9,7.1921,37.0246,1.2005,39.8153,528921.0,32341.0,94.24,0.031159,0.016781,10.3897,0.0006
3.916667,7.1893,37.0236,1.2011,39.8814,529048.0,32478.0,94.22,0.031174,0.01677,10.3914,0.0006
3.933333,7.1902,37.0289,1.2013,39.9655,529175.0,32615.0,94.19,0.031183,0.016764,10.393,0.0006
3.95,7.1913,37.0262,1.2015,39.7782,529303.0,32752.0,94.17,0.031201,0.016752,10.3947,0.0006
3.966667,7.1925,37.0022,1.2003,39.8197,529430.0,32889.0,94.15,0.031164,0.016779,10.3963,0.0006
